Ship Full Date Description;Ship Date Key;Ship Year;Ship Season;Ship Semester;Ship Month Number Year;Ship Week Number Year;Ship Day Number Month;Ship Day Number Week;Ship Day Name Week;Holiday Key;Holiday Indicator;Weekend Indicator
42364;1452;2015;Winter;2;12;52;26;6;sábado;No Key;Non-Holiday;Weekend
42365;1453;2015;Winter;2;12;53;27;7;domingo;No Key;Non-Holiday;Weekend
42366;1454;2015;Winter;2;12;53;28;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42367;1455;2015;Winter;2;12;53;29;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42368;1456;2015;Winter;2;12;53;30;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42369;1457;2015;#N/A;2;12;53;31;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42370;1458;2016;Winter;1;1;1;1;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42371;1459;2016;Winter;1;1;1;2;6;sábado;No Key;Non-Holiday;Weekend
42372;1460;2016;Winter;1;1;2;3;7;domingo;No Key;Non-Holiday;Weekend
42373;1461;2016;Winter;1;1;2;4;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42374;1462;2016;Winter;1;1;2;5;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42375;1463;2016;Winter;1;1;2;6;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42376;1464;2016;Winter;1;1;2;7;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
